FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId,fullname
EPSRC,2115059,University of Southampton,Electronics and Computer Science,Studentship,,,,,Curry,Joshua,Sebastian,,Novel Energy Harvesters for the Environmental IoT,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2115059,1307CC11-1C99-4461-BEE9-29AEF1118601,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1953636,University of Southampton,Optoelectronics Research Centre,Studentship,,,,,Pant,Bharat,,,Silicon Photonic Technology for Next Generation Compute Applications,2017-06-11,2017-06-11,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1953636,E34D2CF6-D29F-41D0-9625-C04D98146958,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2155568,University of Southampton,School of Chemistry,Studentship,,,,,Munoz,Raquel,,,Studying embryo development by novel microscopy techniques for improving IVF screening,2019-02-01,2019-02-01,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2155568,0D48C08D-2243-4122-9211-20DE11F58740,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2283363,University of Southampton,Sch of Mathematical Sciences,Studentship,,,,,Ladjali,Amina,Assouda,,Coarse non-positive curvature,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2283363,591E51EE-B549-4DC2-AA0A-2B7CDBA21192,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1807878,University of Southampton,Electronics and Computer Science,Studentship,,,,,Day,Rachael,,,Compositional Semantics for Heterogeneous Systems,2016-09-29,2016-09-29,0.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=1807878,093F0C66-5F91-44FF-A457-2B0F12E38B68,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2224989,University of Southampton,Sch of of Electronics and Computer Sci,Studentship,,,,,Ng,Reuben,,,Development of Real-Time Neurofeedback System,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2224989,E79703B6-A293-4FE0-BFF3-6BDA7AEC4A16,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2278524,University of Southampton,School of Physics and Astronomy,Studentship,,,,,Pickering,James,Andrew,,DNA conjugated nanoparticles for mRNA directed killing of multiple myeloma cancer cells.,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2278524,5FC0F4E4-1F59-4BB1-9D47-27C86451ED04,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
ESRC,2442775,University of Southampton,Southampton Business School,Studentship,,,,,Mithani,Vinita,,,"An Empirical Study of the Conflicting Pressures on Auditor Decision-Making, and Implications for Auditor Independence",2020-01-10,2020-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2442775,C4D5967D-FC85-490C-8385-26AD6F4ED3A4,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1953208,University of Southampton,Electronics and Computer Science,Studentship,,,,,Cane,Rosie,,,Reliable and Secure Quantum Communications,2017-01-10,2017-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1953208,C6760BC9-F284-4B25-92EA-1D5452287E8C,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
BBSRC,2441695,University of Southampton,Sch of Biological Sciences,Studentship,,,,,Houghton,Stephen,,,Analysing the functional significance of a primate-specific non-canonical glutamate receptor subunit.,2020-01-10,2020-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2441695,B1A85CA7-5DE5-4B44-ABB0-15F5385B8806,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
NERC,1942295,University of Southampton,School of Ocean and Earth Science,Studentship,,,,,Faure Beaulieu,Nina,,,"Microplastic distribution, fate and effects in UK waterways",2017-09-28,2017-09-28,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1942295,07A3D485-A7ED-49B1-820B-6FD814E9765A,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
BBSRC,2441574,University of Southampton,Sch of Biological Sciences,Studentship,,,,,Bazaga Martinez,Irene,,,Unveiling the role of ApoE in microglial development and function.,2020-01-10,2020-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2441574,2EAFB8AD-3A50-48AC-A41B-A09377566662,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
ESRC,2444064,University of Southampton,Southampton Business School,Studentship,,,,,Moses,Paul,,,Understanding Agile Project Management to raise productivity and efficiency within businesses,2020-01-10,2020-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2444064,C0421D97-2E65-4F64-9C85-1D0E933A01C5,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2280858,University of Southampton,Sch of of Electronics and Computer Sci,Studentship,,,,,Yule,Lawrence,,,High temperature measurement on static and rotating machinery,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2280858,3316710B-4308-48CD-B9EF-340487C45A36,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2108975,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,DENYER,Martin,,,Railway Digital Twin: Getting Best Value from Data,2018-09-24,2018-09-24,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2108975,8D0E058F-6F38-4710-B8B5-150F6D4E384F,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2461563,University of Southampton,Sch of Mathematical Sciences,Studentship,,,,,Whittal,Christopher,,,Frequency-domain approach to self-force in hyperbolic scattering,2020-09-24,2020-09-24,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2461563,E177CA81-E858-4BDC-97A6-6298EE55F639,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2314475,University of Southampton,Sch of Engineering,Studentship,,,,,Harding,Bethany,Jade,,Enhancing the benefits and effectiveness of Novamin for dentine hypersensitivity and remineralisation of dental tissues,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2314475,3E84C678-68E3-4011-BBCF-4314AAD61701,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1796137,University of Southampton,School of Chemistry,Studentship,,,,,Lister,Adam,,,Field Sensors for Detection of Airborne Toxins based on Surface-enhanced Raman Spectroscopy,2016-01-10,2016-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1796137,BABF41AC-3EEE-4E95-A9A2-37671FF50C0C,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2281992,University of Southampton,Sch of Engineering,Studentship,,,,,Andrews,Elijah,David,,Collapsing bubbles in complex geometries,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2281992,7B11ECFA-1F74-4ED0-A44F-015DB7CE1B96,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2284627,University of Southampton,School of Chemistry,Studentship,,,,,White,Joshua,,,Soft-templated 3D nanostructured semiconductors,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2284627,5C9719B0-1ED2-49F9-8A88-4B6B5D306664,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2459475,University of Southampton,Sch of Mathematical Sciences,Studentship,,,,,Heib,Alexander,,,Operational Research in the Stochastic Programming and Simulation,2020-10-19,2020-10-19,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2459475,4C66AB9C-EF65-4EEF-87AE-CB497ED85D70,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2278015,University of Southampton,Optoelectronics Research Centre (ORC),Studentship,,,,,Wu,Yudi,,,Fibre laser based mid infrared source development,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2278015,2C00E688-E787-4683-A52C-416323068C2B,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2280390,University of Southampton,Sch of of Electronics and Computer Sci,Studentship,,,,,Belcher,Dominic,,,Understanding Deep Learning,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2280390,9AE3208B-565D-4C47-8E60-01A95F18CD8C,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1942611,University of Southampton,School of Chemistry,Studentship,,,,,Robinson,Fred,,,Chemical vapour deposition of group 14 chalcogenides,2017-09-28,2017-09-28,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1942611,D2036373-B32D-4767-993B-393CA91BFAA2,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
NERC,2107991,University of Southampton,School of Ocean and Earth Science,Studentship,,,,,Cryer,Sarah,,,The role of river flow is regulating ocean acidification in Belizean Coastal waters,2018-01-10,2018-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2107991,8BAE24D8-A37D-48D9-A53C-3702C7C5E702,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2105849,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Marrocchio,Riccardo,,,Understanding the micromechanics of the cochlea,2018-09-24,2018-09-24,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2105849,F111C0CC-E3E0-49B2-8F91-429C54B8E9FD,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
MRC,2450017,University of Southampton,Clinical and Experimental Sciences,Studentship,,,,,Farag,Sahar,,,Investigating CD1c Lipid-antigen presentation and its role in tuberculosis,2019-07-01,2019-07-01,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2450017,6347BFB6-80BE-421D-B8E0-CB09B033E171,C008C651-F5B0-4859-A334-5F574AB6B57C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
NERC,2252436,University of Southampton,School of Ocean and Earth Science,Studentship,,,,,Lindley,Anthony,,,High-speed autonomous imaging system for the analysis of algae and other phytoplankton using acoustic technologies,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2252436,B49DBD02-B89D-4FEC-81EF-22E06E47E5FF,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
AHRC,2244931,University of Southampton,School of Humanities,Studentship,,,,,Wagner,Benjamin,Chajim,,"Metabolic Filmmaking: A History of Rhythm, Scale and Metaphor in the Life Sciences and Moving Image",2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2244931,05E45E20-E1EC-4B98-8F02-2AD9C43C8976,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
BBSRC,1932904,University of Southampton,School of Chemistry,Studentship,,,,,Wong,Mabel,,,Novel Scoring Methods for Interactions between Antibodies and Antigens,2017-11-02,2017-11-02,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1932904,27C60885-D890-4E63-BEDA-44FA08642683,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2161309,University of Southampton,School of Chemistry,Studentship,,,,,Cairns,Kelsey,,,Inorganic Coordination Chemistry for Precursor Development,2019-01-04,2019-01-04,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2161309,B02D7274-325C-4643-ABAD-25A42C2BF71E,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2442607,University of Southampton,Sch of Biological Sciences,Studentship,,,,,Michels,Lysanne,,,Computational biomechanics to track bone vascular health and fracture risk.,2020-01-10,2020-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2442607,A677C9C8-FAB9-4E85-8F2D-826254B5FB3C,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
AHRC,2187431,University of Southampton,School of Humanities,Studentship,,,,,Dolan,Mark,,,Miniature boats and maritime culture in Iron Age Cyprus and the Levant: Model clay boats,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2187431,956B1C5D-08D2-42ED-B520-23BD80262214,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
ESRC,2442965,University of Southampton,Southampton Education School,Studentship,,,,,Tansley,Roseanna,,,Using the Special Interests of Individuals with Autism Spectrum Disorder to Improve Motivation and Engagement within Mainstream Secondary Education,2020-01-10,2020-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2442965,E3E696B4-0C44-4F18-9D4D-8A8499901B8F,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2283473,University of Southampton,Sch of Engineering,Studentship,,,,,Vilumbrales Garcia,Rodrigo,,,Vortex and wake interactions in flapping foils,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2283473,A919C936-33FB-4528-A02C-8776A12D4C15,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1795539,University of Southampton,School of Chemistry,Studentship,,,,,Evans,David,,,Fluorination of bioactive compounds,2016-09-29,2016-09-29,0.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=1795539,E14A6592-C8EB-4540-8588-7FD9779D33CC,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
MRC,2448144,University of Southampton,Cancer Sciences,Studentship,,,,,Gonzalez-Garcia,Alba,Isabel,,IPhD Biomedical Science - Cell Biology and Immunology of Cancer,2020-01-01,2020-01-01,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2448144,8A2A0F88-D075-4E49-8232-7BAC248CEC58,C008C651-F5B0-4859-A334-5F574AB6B57C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2280796,University of Southampton,Sch of of Electronics and Computer Sci,Studentship,,,,,Sethi,Vikesh,,,Plasmonic-Thermoelectric Nanogenerator,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2280796,2C7AABBC-F6E1-4737-84C4-86D521A89C2A,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1807891,University of Southampton,Electronics and Computer Science,Studentship,,,,,Dobranszki,Cristian,,,Development of Ignition Unit for Liquid-fed Pulsed Plasma Thrusters,2016-10-10,2016-10-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1807891,7409A660-FBAC-443B-A37B-66B1E551FDED,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1941878,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Kinsella,Jamal,,,Evaluating the application of Neisser's Perceptual Cycle Model in Human Factors of transportation researc,2015-05-05,2015-05-05,0.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=1941878,A38C482D-C271-4B51-B3CE-0137037A01FC,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
MRC,1949156,University of Southampton,Clinical and Experimental Sciences,Studentship,,,,,Munstlag,Tim,Arno,,Unravelling the clonal nature of microglial diversity in the brain,2017-01-10,2017-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1949156,29D9A3F0-563A-42EC-A4C9-78169FF22ED9,C008C651-F5B0-4859-A334-5F574AB6B57C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
STFC,1981660,University of Southampton,School of Physics and Astronomy,Studentship,,,,,Byers,Ciara,,,Investigation of Standard Model Physics and Beyond Using Large Data,2017-09-28,2017-09-28,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1981660,7F61D6C5-8AA8-4A2B-944D-1CCCCE70894A,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1984117,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,El Laithy,Mostafa,,,Further Understanding of Rolling Contact Fatigue in Rolling Bearings,2018-01-01,2018-01-01,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1984117,CC298A0E-40F7-4B41-9071-BFA060902D8A,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
STFC,2021536,University of Southampton,School of Physics and Astronomy,Studentship,,,,,Zanisi,Lorenzo,,,Evolution of high-redshift galaxies and their supermassive black holes,2017-09-28,2017-09-28,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2021536,5029E3FB-F7FA-4DA2-AC00-12F5267CD821,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1938529,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Hough,Katie,,,The immune response to cochlear implantation,2017-09-25,2017-09-25,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1938529,4E87E86A-1E08-4335-96DB-12BCBE3EECED,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1786410,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Olafsson,Geir,,,Non-destructive examination (NDE) of composite to steel joints for in-build and through life condition monitoring in the marine environment.,2016-09-26,2016-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1786410,14E6EDBE-D74C-45CB-84F9-A3000AE058AB,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1950975,University of Southampton,Electronics and Computer Science,Studentship,,,,,Frame,James,,,Bolometric photodetection using plasmon-assisted resistivity change in vanadium dioxide,2017-01-10,2017-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1950975,FD379DBE-8C1D-4AD8-BB4C-0D05E7E8DF61,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
STFC,1860169,University of Southampton,School of Physics and Astronomy,Studentship,,,,,Grylls,Philip,,http://orcid.org/0000-0001-9677-5852,Novel method for constraining the influence of dark matter hierarchical assembly on satellite distributions and other observable population statistics,2016-09-29,2016-09-29,0.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=1860169,D1206D2D-F678-4428-A1AD-6783D26941F4,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1950276,University of Southampton,Optoelectronics Research Centre,Studentship,,,,,Moog,Bruno,,,Fabrication and Characterization of Infrared Optical Fibre,2017-01-04,2017-01-04,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1950276,33DDE9D4-6210-4E4F-83FA-8BB63A6E25D8,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
BBSRC,2105292,University of Southampton,School of Biological Sciences,Studentship,,,,,Roe,Katherine,,,Targeting oral biofilms for improved oral health,2018-01-10,2018-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2105292,1F67AE97-84EE-456B-AB7C-B1B0CFFF7D2E,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2106025,University of Southampton,School of Chemistry,Studentship,,,,,Ostrowska,Sylwia,,,Hyperpolarised NMR On A Chip,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2106025,4545A068-FF19-4082-A1A8-A31F29B96480,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1953505,University of Southampton,Optoelectronics Research Centre,Studentship,,,,,Maybour,Thomas,,,Design and Simulation of Single-Photon Memory Devices,2017-09-28,2017-09-28,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1953505,0996F7EE-D7BE-44FA-BE4C-82DEF6F203D7,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2155181,University of Southampton,School of Chemistry,Studentship,,,,,Melchiorre,Giulia,,,Singlet Assisted Diffusion Tensor Imaging (SAD-TI),2019-02-01,2019-02-01,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2155181,E971F839-C43D-4FB1-B6D6-A4BA6D058A17,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2127913,University of Southampton,School of Mathematics,Studentship,,,,,Bourg,Patrick,,,Critical phenomena in gravitational collapse,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2127913,66F51418-FA2E-405C-B09C-06AA5C49BF8A,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2282832,University of Southampton,Sch of Engineering,Studentship,,,,,Merriman,Siobhan,Emma,,Training implications for drivers of automated vehicles,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2282832,1DCF14C0-17C0-4877-949B-716EC9D5803C,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
BBSRC,2441783,University of Southampton,Sch of Biological Sciences,Studentship,,,,,Coke,Brandon,,,Interrogating the b-catenin interactome for novel modulators of Wnt signaling.,2020-01-10,2020-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2441783,12C13B1D-DBA5-44C1-BA0A-A523D384AD36,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2281492,University of Southampton,Sch of of Electronics and Computer Sci,Studentship,,,,,Kelly,Thomas,Graham,,Decentralised AI for Situational Awareness,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2281492,DEB32CC0-90B1-4E78-9EC4-4EACD4F89599,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1802007,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Zaabar,Kamran,,,Non-Reflective Boundary Conditions for Computational Fluid Dynamics of External Flows,2016-09-26,2016-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1802007,4B67E803-F7B0-42B8-A1F4-7CD3DBBCDC94,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2283250,University of Southampton,Sch of Engineering,Studentship,,,,,Ivanova,Zoya,,,Spoiler Aerodynamics and Aeroacoustics,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2283250,1FC95833-1C44-48C6-A738-08C8800A343E,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1921431,University of Southampton,Optoelectronics Research Centre,Studentship,,,,,Pooley,Charles,,,EFFICIENT HIGH HARMONIC GENERATION SOURCES FOR APPLICATIONS IN X-RAY IMAGING,2016-09-29,2016-09-29,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1921431,39309547-D351-4E60-A78C-CBF5B948C22D,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
MRC,2447928,University of Southampton,Clinical and Experimental Sciences,Studentship,,,,,Fisher,Jack,Graham,,Integrated PhD Biomedical Science - Immunity and Infection pathway,2020-01-10,2020-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2447928,E2FA5E2A-302D-43C1-9F39-A933AB0340B1,C008C651-F5B0-4859-A334-5F574AB6B57C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
ESRC,2275007,University of Southampton,"Sch of Economic, Social & Political Sci",Studentship,,,,,Loja Torres,John,Jairo,,Ethnic Mortality differences in Colombia between 1980-2007 and 2008-2015,2019-01-10,2019-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2275007,94041E9A-3E0F-414C-AFB5-947B9476CB68,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
STFC,1984269,University of Southampton,School of Physics and Astronomy,Studentship,,,,,Zanisi,Lorenzo,,,Evolution of high-redshift galaxies and their supermassive black holes,2017-09-28,2017-09-28,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1984269,BBA8EF3D-5603-4BC3-A81A-7F64E8CCEFB1,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
ESRC,2124223,University of Southampton,School of Psychology,Studentship,,,,,Butnaru,Andreea,,,Analysing and modelling sequences of eye movement behaviour during visual search,2018-01-10,2018-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2124223,9D8B7B2D-F0D0-4B6B-95C3-6619350EC9E2,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
ESRC,2122931,University of Southampton,School of Geography,Studentship,,,,,Campbell,Charlotte,,,: Exploring the roles of physical and virtual space in trans-local cultural scene uniformity.,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2122931,6C5FA1F6-6AE6-4D52-B9E8-5837FAE2D446,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
BBSRC,2441797,University of Southampton,Sch of Biological Sciences,Studentship,,,,,Fisher,David,,,Environmental and intra/interspecific approaches to nutrient security - Fruit for the UK's food security.,2020-01-10,2020-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2441797,1030D167-0C98-4C50-8ADF-6BEF2F757011,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
